Outlet_ID,Cuisine_Type,Location_Type,Average_Daily_Customers,Average_Bill_Value,Delivery_Order_Percentage,Seating_Capacity,Employee_Count,Promotion_Spend,Customer_Rating,Monthly_Revenue
615,Chinese,Airport,377.4,907.55,40.52,90.3,7,73110.8,2.78,331923.47
616,Italian,Mall,263.5,1100.64,5.67,29.4,21,66848.54,1.6,304095.77
617,South Indian,Food Court,329.0,895.63,82.53,146.5,21,70358.51,1.65,310627.81
618,North Indian,High Street,408.2,914.8,65.38,19.1,21,41843.4,1.65,323145.41
619,North Indian,Food Court,211.3,575.81,38.54,30.8,8,44681.55,2.48,193108.68
620,South Indian,Airport,312.1,193.64,48.87,139.5,21,81061.99,2.38,200387.19
621,North Indian,Standalone,454.4,1297.48,53.82,95.4,17,16356.57,1.02,365059.78
622,Fast Food,Food Court,478.4,1278.31,44.55,32.3,35,15170.36,2.86,384916.31
623,North Indian,Airport,470.7,645.44,80.04,67.5,8,37457.96,3.2,299722.68
624,Italian,Standalone,145.7,637.98,37.88,36.8,21,28278.18,1.56,168871.63
625,North Indian,Food Court,165.0,302.62,10.94,36.4,9,6935.17,4.78,109515.42
626,Italian,High Street,334.0,1066.86,10.98,106.9,37,63999.89,2.1,316147.97
627,North Indian,Airport,196.6,320.31,82.26,33.5,23,58672.91,2.29,161266.67
628,Italian,Food Court,153.7,223.82,29.16,127.2,34,9509.67,1.49,114142.98
629,Fast Food,Airport,452.8,1189.81,98.92,137.3,17,68485.3,2.55,406304.18
630,Chinese,Airport,406.1,1192.32,9.14,31.7,36,31865.48,1.44,328143.63
631,North Indian,Mall,102.6,953.02,94.24,102.6,30,70734.5,2.44,250113.22
632,South Indian,Food Court,267.6,835.75,15.38,36.7,10,2515.41,1.65,220056.16
633,Continental,Airport,159.7,1057.58,68.88,102.9,36,86140.72,2.19,296862.38
634,Chinese,Standalone,394.6,1438.76,88.31,32.7,18,19760.66,3.42,341978.88
635,Fast Food,Standalone,242.1,1054.07,23.56,81.0,28,40459.87,2.02,269463.0
636,Chinese,Standalone,480.1,1279.35,76.52,27.7,8,80898.54,3.4,406574.21
637,Chinese,Airport,454.9,1234.41,55.78,144.4,14,98708.85,1.65,423061.33
638,North Indian,Mall,380.6,622.23,82.33,142.4,12,21432.78,4.14,255756.12
639,Continental,Standalone,249.7,270.85,37.01,27.2,7,61433.25,2.28,151883.51
640,Fast Food,Mall,398.5,1305.05,46.58,26.1,5,38210.85,4.98,365868.19
641,Fast Food,Standalone,253.6,377.15,85.13,64.3,35,20934.81,3.42,178647.2
642,Fast Food,Food Court,229.4,257.53,82.05,19.6,22,63813.95,2.96,161813.41
643,Continental,Food Court,114.5,657.91,4.51,90.1,17,16494.67,2.75,157506.31
644,Italian,Food Court,147.7,180.44,38.94,75.2,25,92966.53,4.51,147436.15
645,Fast Food,Airport,140.3,835.75,86.61,88.4,21,84860.88,4.86,246097.34
646,Italian,Mall,175.9,238.83,64.23,106.5,4,61745.2,1.34,131179.69
647,Continental,Food Court,228.6,852.16,56.66,108.9,21,78777.15,1.84,276971.5
648,Italian,High Street,362.8,1474.95,72.16,128.5,5,19703.51,1.62,392358.87
649,Chinese,Standalone,267.6,1099.18,64.48,132.7,18,49247.06,1.06,311591.76
650,Continental,Airport,269.1,1239.73,95.58,112.3,17,56913.05,4.55,323434.21
651,South Indian,Mall,148.6,1495.0,97.77,145.8,12,64242.4,1.73,339361.01
652,Fast Food,Mall,120.2,747.15,13.67,109.0,5,37354.86,3.65,188943.72
653,Fast Food,Airport,114.0,852.26,3.16,81.0,11,12340.72,1.59,187441.64
654,Continental,Mall,436.2,476.65,98.17,122.0,37,89650.82,2.96,303016.74
655,Chinese,High Street,406.9,1207.84,15.53,126.3,22,74932.83,1.19,353994.79
656,Chinese,Airport,442.9,989.61,11.11,16.2,7,52337.21,2.8,319522.67
657,North Indian,Standalone,190.2,295.01,73.39,10.7,5,87243.24,2.83,170325.15
658,Continental,Standalone,56.6,671.23,22.84,84.5,32,45431.62,4.34,179304.44
659,Chinese,Mall,374.3,188.93,2.38,80.2,34,97991.83,4.19,221502.25
660,Fast Food,High Street,337.3,254.14,31.8,113.1,18,3627.32,2.72,174248.78
661,Chinese,High Street,56.8,1277.98,53.53,44.4,12,27163.68,4.67,250582.18
662,North Indian,Standalone,139.1,1141.93,49.92,56.2,27,78306.75,1.02,295965.98
663,Chinese,Standalone,424.2,357.47,60.25,115.3,27,71761.74,1.64,254692.12
664,Continental,Mall,487.8,1092.26,92.32,30.0,39,49247.06,2.85,360595.48
665,North Indian,High Street,438.4,946.73,40.21,53.0,6,57181.0,3.98,339529.8
666,Chinese,Standalone,328.9,320.36,27.46,47.0,33,87941.32,2.96,220018.17
667,Italian,Airport,435.6,1237.91,33.64,116.8,37,49247.06,3.68,370190.91
668,Italian,Airport,70.4,1046.97,49.04,116.8,36,56681.91,4.16,241407.65
669,Italian,Airport,468.9,1303.25,14.68,130.7,26,75155.31,2.96,406184.33
670,Fast Food,Food Court,363.3,1406.97,1.21,48.2,7,69507.2,2.36,372378.8
671,Italian,Mall,382.0,693.23,1.57,103.7,16,88972.47,1.12,281843.5
672,Italian,Airport,97.9,389.7,35.69,56.6,33,49247.06,2.25,140055.81
673,Continental,Standalone,335.0,790.87,35.09,134.8,30,21484.6,2.39,276762.13
674,Continental,Airport,229.1,653.02,56.31,45.4,5,98100.23,1.77,246578.56
675,South Indian,Food Court,95.9,678.76,9.35,18.3,9,57591.08,4.34,175276.99
676,Continental,Airport,316.4,1205.61,49.31,22.3,10,47123.7,1.71,332165.63
677,Chinese,Standalone,353.2,1121.43,82.84,33.5,27,15013.38,2.5,302917.99
678,North Indian,High Street,451.0,417.3,18.54,63.4,3,94102.71,2.28,264236.03
679,South Indian,Mall,176.0,960.82,87.51,100.7,6,15616.5,3.08,261406.5
680,North Indian,Standalone,267.6,534.33,31.36,55.2,24,70294.93,1.95,215027.67
681,North Indian,Airport,422.3,1396.28,49.92,81.0,39,55286.94,4.54,384950.16
682,Italian,Standalone,452.1,1211.89,50.14,37.1,25,80301.94,2.65,374075.13
683,South Indian,Airport,332.9,252.59,94.96,79.5,22,46938.21,1.57,189643.16
684,Italian,Standalone,443.2,317.99,17.83,44.1,15,77331.95,2.43,227880.7
685,North Indian,Airport,248.0,674.65,36.13,136.1,8,69307.51,4.43,237591.7
686,Continental,High Street,299.5,729.04,64.09,116.7,31,60538.56,3.69,253534.75
687,North Indian,Standalone,72.3,174.35,57.14,43.7,29,12670.18,3.5,84280.09
688,Continental,Airport,211.4,632.58,53.93,108.6,16,73067.74,1.49,230644.78
689,Fast Food,Airport,489.9,795.3,96.24,125.2,38,93376.21,4.64,348523.8
690,North Indian,High Street,92.9,563.1,14.74,59.7,34,2970.83,2.8,143853.02
691,Continental,Mall,471.6,1232.08,12.9,88.5,39,61926.02,3.6,392819.55
692,North Indian,Food Court,356.2,228.67,71.3,111.4,8,35274.5,2.09,197933.15
693,Chinese,Mall,174.1,277.44,66.66,80.4,19,60116.25,3.68,153229.01
694,South Indian,Airport,310.8,1225.75,66.93,122.3,30,8981.94,4.18,332690.05
695,Italian,Food Court,112.9,1449.11,41.73,127.0,29,32247.11,1.61,288335.92
696,Fast Food,Standalone,424.9,299.74,26.37,52.9,38,65888.73,1.34,236691.97
697,Continental,Food Court,106.5,599.67,75.51,66.6,26,6503.93,2.54,159468.75
698,South Indian,High Street,103.2,915.49,86.8,14.4,20,13191.47,4.59,212646.02
699,Continental,High Street,344.1,740.18,68.09,99.7,14,24328.11,2.24,247954.0
700,Italian,Airport,291.4,716.34,30.02,131.1,38,65905.99,2.26,251703.07
701,South Indian,Food Court,493.6,1182.59,46.18,40.6,16,68069.86,3.43,392974.07
702,Italian,Standalone,136.0,672.78,59.24,92.5,30,6395.79,4.02,176209.18
703,South Indian,Airport,202.5,1238.77,37.96,40.5,19,15870.27,2.55,280688.52
704,North Indian,High Street,179.5,621.94,60.85,104.2,24,94264.61,2.27,217240.79
705,South Indian,High Street,212.7,178.43,21.87,46.9,35,62947.85,1.02,145665.72
706,South Indian,Food Court,470.5,1453.3,27.2,113.3,34,74052.1,4.9,404772.04
707,Continental,High Street,465.9,891.59,68.96,81.0,14,36126.17,2.96,329383.14
708,Italian,Mall,140.7,1400.48,91.59,90.7,7,22106.38,4.11,309384.0
709,North Indian,Food Court,335.0,1066.36,86.94,65.1,27,88147.2,2.32,331506.54
710,Fast Food,High Street,147.3,1449.99,49.92,107.6,37,36708.27,2.56,323159.68
711,North Indian,Mall,177.5,1249.66,70.93,77.1,22,98053.39,4.51,329981.42
712,South Indian,High Street,92.0,1035.6,93.04,36.3,19,4193.8,2.09,211322.05
713,Italian,Airport,470.9,691.69,39.62,139.5,34,53022.2,1.86,293474.1
714,North Indian,Mall,255.9,808.94,57.83,90.1,36,72790.24,1.87,247723.53
715,Fast Food,Standalone,417.6,702.45,18.39,40.0,14,48576.11,4.67,279014.93
716,Chinese,Standalone,333.6,1270.76,67.15,137.6,26,8182.33,2.96,308969.54
717,Continental,Airport,494.0,1487.46,0.36,93.0,23,57912.79,2.93,423129.56
718,Chinese,Food Court,434.7,593.62,77.8,14.7,33,56089.36,1.99,273163.11
719,Continental,Airport,321.3,1229.68,64.16,104.3,23,83738.78,2.1,363775.98
720,South Indian,Airport,51.0,915.47,13.34,114.0,3,97055.53,2.15,217297.85
721,South Indian,Mall,411.3,311.89,50.17,74.5,31,14682.0,2.0,203426.85
722,North Indian,Food Court,237.0,1081.53,54.55,21.9,13,1148.18,4.73,266104.86
723,Continental,Food Court,106.5,527.12,16.16,78.4,30,57235.45,2.31,164536.98
724,South Indian,Standalone,420.7,438.32,86.48,70.6,11,93168.1,3.66,276836.25
725,Chinese,Mall,445.4,493.79,62.99,116.3,11,28105.44,1.33,256273.49
726,North Indian,Airport,457.7,1481.0,32.12,105.0,30,44813.09,1.82,380447.95
727,Continental,Standalone,222.3,755.92,84.6,81.0,5,15349.7,2.96,225401.66
728,North Indian,Food Court,328.4,1157.44,84.28,87.5,21,69617.35,1.69,350773.17
729,Fast Food,Food Court,97.9,1067.63,29.53,117.1,4,3562.29,2.44,207359.79
730,Chinese,High Street,179.6,980.86,71.64,90.9,24,33018.1,2.61,250108.21
731,Italian,Airport,312.2,786.34,46.24,139.3,14,30601.52,1.12,255495.04
732,North Indian,Mall,254.4,300.71,76.42,81.0,7,58444.89,1.11,176894.69
733,Italian,Mall,309.4,671.6,65.54,106.4,22,55799.23,3.83,262102.95
734,Chinese,Airport,231.1,1246.08,48.99,141.9,30,23728.17,4.45,326360.51
735,Fast Food,Airport,59.7,325.36,34.34,84.1,6,69839.42,1.22,125711.93
736,Italian,Mall,378.0,561.53,47.15,66.1,15,55546.5,1.34,232408.42
737,South Indian,Mall,158.0,168.24,21.88,142.3,14,11291.03,3.92,110775.7
738,South Indian,High Street,177.6,1232.19,23.69,38.8,11,36803.88,1.88,288363.8
739,North Indian,High Street,129.7,861.65,29.49,42.5,24,37441.92,2.83,211817.07
740,North Indian,Standalone,74.2,160.81,61.6,73.7,8,33237.89,2.07,92468.42
741,Chinese,Food Court,448.0,835.75,42.81,51.6,29,15167.31,2.72,316961.77
742,North Indian,Mall,489.2,1303.81,9.01,34.4,7,62287.61,4.94,404744.0
743,Fast Food,Mall,224.5,259.43,43.89,12.2,22,50096.18,2.18,152864.75
744,Fast Food,Airport,423.4,927.82,1.21,16.9,37,49092.51,1.94,318602.22
745,Fast Food,High Street,267.6,1457.9,25.54,126.1,15,71670.99,2.05,362177.38
746,Italian,Mall,197.9,572.12,44.18,69.3,21,29547.03,4.76,190716.04
747,Italian,Airport,298.4,1087.0,76.84,143.6,4,24861.41,2.71,297161.34
748,South Indian,High Street,489.6,899.96,25.04,134.3,22,35107.62,4.55,353709.83
749,Fast Food,Standalone,134.1,1148.49,89.11,45.3,13,88508.41,2.47,275982.82
750,North Indian,Mall,477.6,1028.67,25.64,102.4,18,36207.66,4.26,366472.22
751,Fast Food,Standalone,360.0,835.75,28.81,117.1,31,73264.22,4.36,308849.62
752,Chinese,Airport,306.0,551.86,81.46,26.5,23,32082.43,4.12,208287.75
753,South Indian,Standalone,416.1,379.49,56.69,119.3,16,97824.84,2.29,266620.95
754,Continental,Standalone,187.9,1001.04,49.92,81.0,14,61608.81,2.85,244221.36
755,Fast Food,Mall,70.4,1142.88,80.8,45.3,9,55317.67,3.03,254321.54
756,Italian,Standalone,384.0,288.06,31.11,39.1,28,99371.48,1.01,236476.34
757,North Indian,Mall,258.9,542.48,31.85,60.2,15,93670.6,3.38,223031.16
758,Continental,Mall,80.6,781.99,35.5,128.2,35,52423.67,2.4,202171.08
759,Continental,Airport,267.3,1190.43,3.21,133.2,8,93956.47,3.78,360060.09
760,Fast Food,Mall,392.1,1085.95,88.05,53.7,24,65016.92,2.01,338020.69
761,Chinese,High Street,291.9,1039.7,10.66,100.5,39,74938.32,3.43,298950.02
762,Italian,Mall,448.8,771.09,1.42,58.5,27,61911.64,1.96,314065.52
763,Fast Food,Mall,269.3,1099.04,31.13,101.3,23,75703.31,4.66,336537.26
764,South Indian,Mall,360.6,210.29,39.54,81.0,12,33685.94,1.79,179184.18
765,Italian,High Street,96.4,1298.86,79.57,46.5,11,49247.06,1.42,283042.95
766,Continental,Mall,164.4,911.78,62.65,42.0,29,85754.66,4.16,275773.42
767,Italian,Airport,207.4,328.83,37.36,123.1,18,31885.38,4.13,154652.72
768,Chinese,Food Court,111.1,926.35,45.14,146.4,35,18329.34,1.88,212604.74
769,North Indian,Standalone,50.9,905.8,71.09,138.9,26,74145.18,4.16,241622.22
770,Italian,High Street,69.8,1197.43,92.03,101.5,25,43397.94,3.38,284457.28
771,Fast Food,Mall,231.0,1424.39,31.25,78.6,17,25066.2,4.78,329275.66
772,Continental,High Street,297.7,1174.64,39.94,30.5,32,88210.78,4.81,324302.64
773,South Indian,Standalone,283.6,1001.36,49.92,133.9,19,99448.35,2.81,339368.55
774,North Indian,Mall,249.3,1056.15,3.37,140.4,21,86178.48,3.1,296371.63
775,Continental,Airport,267.6,558.98,34.15,41.6,5,49247.06,2.56,202936.8
776,North Indian,Airport,315.1,802.59,28.64,43.7,7,49247.06,3.29,260884.21
777,Fast Food,Food Court,298.0,456.73,87.52,88.0,39,51424.2,4.42,240798.47
778,North Indian,Food Court,246.7,751.68,26.31,63.1,5,37504.13,2.03,230837.11
779,Fast Food,High Street,258.2,1346.93,20.69,129.3,26,11764.62,2.49,319712.5
780,Chinese,Airport,376.3,1196.7,49.92,28.1,11,67416.8,2.13,352769.99
781,Italian,Mall,220.1,231.01,52.33,142.7,15,72438.41,4.82,175360.9
782,Continental,Food Court,228.1,1274.56,17.76,55.7,28,32564.85,1.53,301806.95
783,Italian,Airport,107.3,1064.87,93.88,27.2,21,71547.71,3.21,237741.44
784,Continental,Airport,103.6,1448.16,48.99,51.6,13,26231.72,1.28,279098.2
785,Fast Food,Mall,278.6,932.78,1.69,21.7,40,80240.28,4.71,287862.66
786,South Indian,Food Court,133.2,218.12,90.6,40.2,39,43596.93,2.81,124668.71
787,Continental,Airport,259.8,1304.36,40.66,140.9,29,94847.28,3.36,362959.74
788,Chinese,Standalone,154.2,1081.01,86.22,46.5,37,21995.15,2.09,252752.94
789,South Indian,Standalone,197.9,946.67,49.92,17.5,5,66775.0,1.77,268591.58
790,Continental,Airport,93.9,938.3,38.71,56.8,19,16783.15,3.05,217098.61
791,Chinese,Standalone,61.1,212.45,29.67,136.4,21,16369.03,2.96,87753.22
792,Continental,Mall,127.9,1237.66,86.5,55.6,16,11910.77,2.32,259828.76
793,Continental,Standalone,312.2,1266.1,77.0,128.9,5,95210.15,3.43,366489.61
794,South Indian,Standalone,168.2,1031.94,8.03,62.7,17,65137.16,2.11,249317.84
795,South Indian,Standalone,492.3,299.05,56.11,147.6,12,99448.35,2.26,277406.64
796,Italian,High Street,142.9,215.33,46.63,38.9,20,80548.17,1.64,132013.21
797,Chinese,High Street,183.8,572.16,27.79,32.4,30,41271.67,2.67,173160.52
798,Chinese,Standalone,474.6,1143.94,80.31,96.2,12,5021.6,4.48,363231.73
799,Fast Food,High Street,187.6,824.39,18.08,81.0,5,10544.86,1.08,205877.68
800,Continental,Food Court,383.2,887.94,20.45,79.0,19,38374.06,1.63,276140.73
801,South Indian,Airport,126.4,228.59,5.26,111.1,7,90291.29,1.07,138679.06
802,North Indian,Airport,450.6,410.53,36.71,81.0,15,98512.62,2.75,265057.02
803,Continental,Airport,420.2,1320.03,92.62,70.7,38,56639.97,3.51,398645.8
804,North Indian,Airport,473.2,1367.03,73.97,35.8,28,17594.33,2.79,400134.07
805,Italian,High Street,402.6,1119.13,62.76,41.4,40,77043.22,3.17,359737.19
806,Fast Food,High Street,295.1,377.08,91.37,16.0,26,45113.99,1.93,201907.95
807,North Indian,Food Court,67.4,428.37,94.13,88.9,40,30473.62,3.45,140699.38
808,North Indian,Food Court,430.6,1062.59,71.9,127.9,21,49247.06,4.17,350578.56
809,Continental,Standalone,87.7,1082.65,54.48,87.6,11,21471.87,1.28,222606.98
810,North Indian,Standalone,387.7,163.97,67.29,132.2,32,91275.82,3.58,222880.12
811,Italian,Food Court,185.8,555.66,32.23,116.9,23,31069.67,4.43,185723.77
812,Chinese,Food Court,93.5,928.91,8.56,81.0,35,93381.13,4.11,223410.94
813,Continental,Standalone,133.0,175.17,38.09,146.1,40,5115.95,2.04,103365.1
814,South Indian,Food Court,408.4,561.11,41.32,87.2,11,29032.06,3.26,244043.42
815,Continental,Food Court,335.9,1053.5,48.07,117.7,29,84290.46,4.93,335312.69
816,North Indian,High Street,71.6,788.31,15.73,84.5,18,51687.04,2.86,185558.84
817,Italian,Standalone,301.7,431.17,19.57,120.8,25,24620.48,3.62,196470.88
818,North Indian,Mall,364.0,502.89,18.68,100.3,28,52454.41,4.68,245374.88
819,North Indian,Standalone,321.7,1058.7,73.96,126.1,7,31904.4,1.51,311690.72
820,Chinese,Airport,379.6,1047.01,79.75,122.7,31,22940.06,4.9,320344.98
821,Continental,High Street,466.6,1105.51,94.9,78.2,23,94180.34,1.92,367714.0
822,Chinese,Airport,54.3,835.75,58.43,37.8,26,80789.34,4.42,206178.55
823,North Indian,Food Court,103.6,345.89,15.4,38.9,34,75716.08,2.96,139670.83
824,South Indian,Airport,399.9,893.43,52.27,28.1,21,4472.19,4.08,279115.09
825,North Indian,Food Court,186.4,746.58,12.65,140.1,36,79331.82,3.95,233450.95
826,South Indian,Mall,87.2,234.3,16.36,135.0,14,69586.97,1.12,111170.25
827,Chinese,Food Court,442.1,1195.24,79.17,24.1,31,83001.67,2.27,377483.9
828,Continental,High Street,326.5,835.75,2.64,119.2,5,50667.72,3.77,271693.05
829,Continental,High Street,89.4,301.72,37.35,134.5,29,37974.45,2.64,127830.76
830,South Indian,High Street,267.6,1278.51,97.56,56.6,28,23513.83,2.21,313432.04
831,Chinese,Standalone,387.2,180.31,45.75,23.3,27,15460.75,1.33,169379.17
832,South Indian,High Street,267.6,261.28,56.26,82.5,15,78877.17,3.41,182143.98
833,North Indian,Mall,385.9,995.33,43.24,14.5,6,60867.23,3.71,314196.61
834,North Indian,Food Court,364.8,303.17,5.67,17.3,27,31401.88,1.93,178853.82
835,Continental,Standalone,57.5,774.63,41.57,55.8,21,17603.28,1.72,168605.81
836,Continental,High Street,103.8,1070.33,31.08,23.7,21,72934.55,3.75,232392.82
837,Fast Food,Airport,195.2,701.8,81.83,143.2,7,50137.19,3.11,223602.2
838,Continental,High Street,145.6,1120.68,85.4,56.9,24,43620.73,3.82,273030.61
839,Fast Food,Food Court,289.2,1003.37,20.08,88.1,4,87205.34,3.4,303800.5
840,Continental,Standalone,308.6,1403.78,94.96,107.5,28,14569.31,3.46,394759.61
841,South Indian,Food Court,389.5,430.59,99.45,99.8,33,77041.16,3.72,268329.76
842,Italian,Mall,136.3,833.57,74.27,53.5,35,88037.87,3.98,236133.38
843,Chinese,Food Court,95.6,727.13,20.23,43.0,12,90681.22,1.93,197660.8
844,Chinese,High Street,242.9,1120.64,42.29,40.0,30,18268.89,4.3,254295.52
845,South Indian,Food Court,371.7,832.79,29.03,74.1,21,18462.72,3.25,269906.63
846,Continental,Food Court,165.4,1330.72,96.87,140.3,39,34302.38,2.23,303976.87
847,North Indian,Food Court,456.5,477.1,84.33,88.6,13,23760.45,3.89,264614.85
848,Italian,Airport,84.5,942.92,87.67,115.6,23,74492.62,1.56,235357.23
849,Italian,High Street,183.4,835.75,4.31,105.2,35,62483.72,1.51,233678.6
850,South Indian,Airport,101.1,293.48,81.28,144.2,37,65434.93,3.81,150497.32
851,Continental,Mall,267.6,1176.42,86.51,135.2,18,87818.1,4.32,363394.92
852,North Indian,Airport,370.3,199.45,20.81,37.1,12,49301.55,3.85,181567.1
853,Fast Food,Standalone,412.2,344.4,26.62,87.6,30,12828.21,4.7,226049.15
854,South Indian,Airport,476.3,781.25,72.78,101.0,21,19432.1,1.78,315101.11
855,Continental,Mall,311.6,1233.46,49.04,28.4,29,66569.75,4.43,346140.32
856,Continental,Food Court,420.1,1341.81,73.67,14.8,33,31455.71,3.36,378879.14
857,Fast Food,Food Court,262.9,1236.52,43.26,67.7,7,49247.06,1.54,312965.69
858,Continental,Food Court,98.7,829.89,70.82,97.7,21,99448.35,4.91,224359.95
859,Chinese,High Street,129.8,1315.0,7.13,39.2,15,88053.05,2.71,291338.09
860,Italian,Airport,464.5,1487.83,10.4,57.0,20,59923.89,3.64,423464.66
861,South Indian,Standalone,346.0,862.86,24.38,71.3,39,3486.59,2.9,261944.08
862,Italian,Standalone,495.0,562.77,49.65,16.1,15,52270.6,1.52,262154.03
863,Italian,Airport,460.2,345.66,25.64,124.9,28,26814.67,4.29,236012.51
864,Italian,Mall,135.2,1217.31,68.25,46.9,10,43581.28,4.03,291960.84
865,Chinese,Mall,387.8,1158.01,85.51,80.2,29,49247.06,4.79,373521.0
866,South Indian,High Street,133.7,413.32,35.85,107.0,30,24588.76,2.6,144602.1
867,Italian,Food Court,250.8,835.75,91.12,101.7,21,85826.45,2.03,290077.46
868,Italian,Food Court,101.7,448.45,28.22,92.4,23,6002.18,4.71,129219.59
869,Chinese,Standalone,442.6,1264.47,49.71,88.6,22,61638.0,3.92,354392.2
870,North Indian,Standalone,315.1,661.66,39.64,14.0,33,49472.35,3.91,232881.71
871,Chinese,Mall,267.6,162.72,49.92,45.4,21,54636.85,4.84,170914.82
872,Continental,Mall,243.9,197.49,82.4,52.5,16,95723.56,3.09,180793.77
873,South Indian,Standalone,497.6,1303.51,61.46,26.6,16,75660.97,4.0,405314.39
874,Fast Food,Mall,264.0,751.8,32.24,123.7,15,99223.97,2.22,265515.64
875,Italian,Standalone,441.8,674.71,62.49,29.1,6,58064.58,4.24,304906.65
876,Italian,Airport,308.5,577.21,62.03,30.0,34,50554.59,4.53,250159.02
877,South Indian,High Street,225.6,687.84,79.67,135.1,36,99448.35,3.75,292732.86
878,North Indian,Airport,102.6,407.28,25.32,57.3,8,65842.55,2.26,141131.38
879,North Indian,Airport,282.8,985.56,71.41,73.2,21,75673.23,1.99,304063.42
880,Continental,Airport,258.7,856.26,59.03,26.2,22,95663.43,3.75,266613.41
881,Italian,Standalone,417.7,1494.72,75.25,135.5,9,68382.3,2.41,440823.55
882,Chinese,Airport,161.5,631.42,53.16,46.7,27,58126.2,1.1,186511.58
883,Continental,Airport,219.1,1058.07,76.8,32.7,8,15658.14,1.83,258249.97
884,North Indian,Airport,267.6,669.97,64.77,105.9,17,49247.06,4.43,233531.83
885,South Indian,Standalone,338.5,1005.18,34.61,66.1,9,31027.78,2.65,281096.87
886,Fast Food,Standalone,421.7,466.17,40.03,119.7,11,4280.26,1.47,217938.73
887,North Indian,Food Court,386.6,891.51,56.02,20.0,34,44132.42,2.13,289944.34
888,North Indian,High Street,496.2,562.7,25.06,51.1,8,25481.78,1.31,255860.99
889,South Indian,Mall,469.7,1192.75,29.39,108.0,16,49247.06,1.42,361510.5
890,South Indian,Airport,125.4,1243.19,76.72,145.2,33,29576.61,4.78,294886.22
891,Continental,High Street,363.5,698.92,41.8,145.7,19,40451.64,4.19,256906.66
892,Italian,Mall,96.2,287.37,49.92,63.8,31,88100.97,2.17,145971.11
893,Chinese,Mall,358.3,1012.03,66.9,83.1,18,83045.96,2.73,351339.08
894,Italian,Airport,166.1,1414.49,87.91,144.2,37,28360.3,4.8,320667.43
895,Continental,Airport,458.3,1064.58,91.68,28.9,23,20607.03,2.96,329780.53
896,Continental,Standalone,445.1,1028.58,19.63,101.3,39,11365.6,2.9,320565.92
897,Continental,Airport,68.7,246.95,0.3,65.2,30,49247.06,4.84,110522.25
898,Fast Food,Food Court,178.9,809.22,62.46,148.4,4,61019.48,4.18,244508.42
899,Continental,High Street,356.3,1309.44,84.15,83.7,36,58600.17,3.6,367994.1
900,Italian,Mall,200.3,1221.76,49.76,140.5,21,7851.84,4.27,289446.01
901,Continental,Airport,85.6,964.83,57.7,94.1,36,97106.58,2.47,244289.97
902,Fast Food,High Street,164.3,1216.18,94.5,90.5,38,99108.82,4.54,334620.45
903,Chinese,Food Court,439.8,1499.65,58.15,89.8,11,11529.26,2.29,395959.23
904,Fast Food,High Street,158.0,245.05,21.37,11.5,30,47151.64,4.0,127007.48
905,Fast Food,High Street,271.4,200.43,99.0,20.3,35,2931.76,2.55,143840.68
906,Fast Food,Food Court,237.1,778.43,11.45,77.1,8,2605.56,3.64,199631.44
907,South Indian,Mall,394.7,662.46,89.66,28.2,5,4903.12,2.96,254303.81
908,South Indian,Mall,469.3,1393.57,49.92,102.7,9,82125.44,1.94,436162.61
909,Chinese,Standalone,428.9,1367.58,51.97,46.1,19,29100.68,2.32,364392.06
910,Chinese,Airport,196.6,836.72,60.22,124.3,4,64755.48,3.32,253270.29
911,Continental,Standalone,331.5,406.3,25.77,128.3,19,98863.58,4.92,221251.31
912,Fast Food,Airport,186.9,617.46,68.57,58.7,11,96298.02,3.62,221731.43
913,South Indian,Mall,108.7,696.06,49.92,145.4,28,65122.95,2.37,205572.87
914,Chinese,Food Court,267.6,1337.74,9.72,125.4,14,11948.14,4.62,303226.13
915,Italian,Mall,267.2,752.58,77.16,139.2,18,5776.63,2.63,226013.25
916,Chinese,Airport,420.6,880.33,25.38,81.0,17,99448.35,3.01,322830.3
917,South Indian,Food Court,435.2,1062.12,34.1,98.9,4,77052.53,4.58,358999.88
918,Chinese,Standalone,183.4,287.64,6.21,37.1,36,93279.81,4.89,166991.85
919,Chinese,Standalone,324.3,1055.23,36.8,114.2,39,12324.63,4.26,268510.91
920,North Indian,Food Court,415.5,1241.28,93.33,134.9,17,83542.8,3.38,368247.49
921,Fast Food,Food Court,280.9,989.71,64.54,148.3,21,57825.38,4.66,295209.68
922,Italian,Food Court,321.5,872.89,78.58,58.0,38,49247.06,4.3,296928.36
923,Chinese,Airport,378.4,200.25,21.34,89.8,38,1432.85,3.09,150411.86
924,South Indian,Standalone,97.1,1062.46,58.75,120.8,40,30040.99,2.26,236309.85
925,Continental,Food Court,52.3,1181.35,91.34,133.0,15,20731.27,2.7,239032.5
926,North Indian,Airport,112.5,1188.12,55.38,127.4,16,69352.64,2.96,292233.13
927,Continental,High Street,278.7,901.52,4.35,138.3,5,64182.81,4.04,271214.57
928,Chinese,High Street,380.5,177.38,64.48,89.8,27,55153.25,3.18,206499.23
929,Italian,Food Court,203.4,910.07,44.93,29.8,4,55666.77,3.29,246386.05
930,Fast Food,Airport,436.2,592.49,57.0,90.8,33,68440.24,2.96,266985.5
931,Fast Food,Airport,233.1,509.43,58.46,48.6,8,53951.51,3.03,202917.63
932,Continental,Standalone,143.9,970.38,4.12,149.7,22,47095.69,3.21,242402.82
933,South Indian,Food Court,332.0,318.64,79.91,17.7,20,81116.93,4.65,225562.7
